Konkani_sentences,Sentiment
कफाचीं दुयेंसां पयस करपांत सुर्याच्या वतांत तापिल्लें उदक आशे भायलो परिणाम करता.,Neutral
सरकाराच्या कमीत कमी समर्थन मुल्याक लागून शिमे वयल्या आनी ल्हान शेतकारांक फायदो जाला.,Negative
यादस्तिकांत जोधपुराच्या पोरणीं म्हाराजांचीं चित्रां लायल्यांत.,Neutral
जुलय ऑगस्टांत म्हयन्यांनी होवरी उदकान भरता.,Positive
जाणट्यां खातीर सुर्यान तापिल्लें केसरी उदक हें एक बरें टॉनीक.,Positive
थंडेन मासपेशी मातश्यो आंवुळटात देखून अशें जाता.,Negative
"रामपूरांत राधाकृष्ण देवूळ , शंकराचें देवूळ , बी सामकीं लोकां आवडीचीं.",Positive
"ह्यो आडखळी म्हणल्यार अवेळार दूख जावप, ताणाक लागून अल्सर, बी.",Negative
पुराय संसारभरांतल्या पर्यटकां खातीर कितलेशेच मोसम भारतांत आसात.,Positive
रातचें 2 तोळे पूड अर्द पाव उदकांत घालून दवरात.,Negative
कार्यक्रमांनी कलात्मक सयेक कथावस्तूचे अपेक्षेंत चड म्हत्व दिवंक जाय.,Positive
खूब चड शिंयांत काळजाच्या दुयेंतीं खातीर पासय लुकसाण करपी थारूं येता.,Negative
भारतीय सवंगां भितर मौलीकतायेचो अभाव आसप होच हाचो आशय न्हय.,Neutral
६० वर्सां पिरायेच्या दादल्यां मदीं प्रोस्टेट कॅन्सर मेळटा.,Neutral
कोलकाता हें रेल्वेमार्गानूय सगल्या मुखेल शारां कडेन जोडलां.,Neutral
"जांगडां, मान आनी खांके हातूंत चरबी केन्ना उणी, जाता केन्ना वाडटा.",Neutral
कान्हाचीं लागींचीं रेल्वे स्टेशनां जबलपूर आनी बिलासपुर आसात.,Neutral
जैवीक उत्पादीत संत्रां पयसुल्या येरादारींत सुद्धा रोकडी पिड्ड्यार जायनात.,Positive
गोडेंमूत आनी हाचे संबंदींत आडखळींचो उपचार म्हारग आसता.,Negative
उत्तर प्रदेशाच्या तराय वाठारांत दोन फावटीं कापणी बरी आसता.,Positive
डल तळें धर्मशाळे सावन ११ कि.मी. अंतराचेर आसा.,Neutral
दर रातीं भंयान आमची परिस्थिती वायट जाताली.,Negative
अडेज तीन वर्सां सावन दर दोन तीन म्हयन्यांनी जोर येता.,Negative
वातावरणांत प्रदुशण जाल्ल्या कारणान आनी मानसीक ताणान भरिल्ली जीण जगिल्ल्या कारणान दुयेंसांचें आक्रमण जायत आसा.,Negative
ही डोड्डा वेट्‍टा माळे वरवीं खूब मॉन्सुनी आक्रमणां पसून सुरक्षीत आसा.,Negative
पिनीयल ग्रंथींतल्यान व्हांवपी अंतस्राव मेलॅटॉनीन न्हिदेचे पद्धतीचेर ताबो दवरता.,Neutral
द्वारका आमच्या देशाच्या चार मुखेल तिर्थस्थानां मदलें एक.,Positive
तळ्या सावन सुमार ५ किलोमिटर अंतराचेर ग्रीन वॅली व्यू आसा.,Negative
पूण एशियाड खेळां खातीर हे वटेन चड ध्यान दिलें.,Neutral
कांय दीस थंय रावतात आनी आपली मोहीम पूर्ण जातकूच परत वतात.,Negative
कोटा भितर आशिल्लो सुरजमल वाडो हांगाची एक दर्शनीय इमारत.,Neutral
व्यक्तीच्या प्रतिश्ठेचेर आघात करून ताका नाश करपाच्या येत्नांक कायद्याच्या नदरेन गुन्यांव मानला.,Neutral
फायकसाच्या खुबश्यां जातींक ग्राफ्टींग करून डिजायनर प्लांट करूं येता.,Positive
जून १९२२ ह्या वर्सा सुरतांतली इंदिरा देवी कडेन ताचे लग्न करून दिलें.,Positive
हो बाजार आधुनिकीकरण आनी पुर्विल्लो काळ हांचें मिश्रण आसा.,Neutral
"तकली, तोंड, बी हातूंतल्यान घाण वासाचो वा आंबट वासाचो घाम येता.",Negative
१५४५त ही मशीत शेरशाहा सुरीन बांदिल्ली.,Neutral
"कुडींत फ्रीज, टिवी वा हेर उपकरणां दवरूं नाकात.",Negative
सुर्यास्ता उपरांत बनारस पावून आमी दोतोर मंगलदेव शास्‍त्री हाचीं सोयरीं जालीं.,Neutral
हांगा थंड आनी गरम उदका खेरीज वाफेन न्हावपाची वेवस्था आशिल्ली.,Negative
ताचे उपरांत दोन दीस गंगटॉकाक रावपाची येवजण आंखात.,Neutral
हॅपटायटीस बी फिग्दाचो कॅन्सर वा कामणी सारकिल्या भयानक दुयेंसा पसून तो वाटायता.,Negative
एक फावटीं योग्य निदान जावपाचे स्थितींत सगल्यांत चड म्हत्वाची जापसालदारकी पालकांची आसता.,Positive
ही ल्हान सरकारी डेरी सॅण्ट्रल सेरिकल्चर स्टेशना वयर आसा.,Neutral
हें तीन ते चार वर्सांनी पुराय जातलें अशी आस्त बाळगिल्या.,Neutral
उर्ध्वबाहू बाबाच्या पसरिल्ल्या पांयांचेर सामान्य भारतीय आळयेपाळयेन तकली तेंकयतात.,Negative
"गोड्यामुताक लागून कुडींत फोड, खाज, चरतें, बी दुयेंसां सुरू जातात.",Negative
आंवाळ्याच्या मुरंब्यांत इल्लेशें म्होंव घोळोवन खाल्ल्यान रक्ताचो उणाव पयस जाता.,Negative
इंडियन स्कूल ऑफ मार्शल आर्टसांत खूबशे ताडाचे पत्रेचेर बरयिल्ले ग्रंथ जतनायेन दवरल्यात.,Positive
हाका लागून तुमी वेळार जेवंक पावतले.,Positive
हांगा दर खिणांक वेगळ्या वेगळ्या देशांतल्यान विमानां येवपाची वचपाची रांग लागता.,Neutral
सेण्ट फ्रान्सीस चर्च पळोवपाक पयस पयस सावन लोक येतात.,Neutral
आंतकड्यो आंवळिल्ल्यान दूख बी अपशकुनाचो अणभव येता.,Positive
व्हड रानजिवां मदीं सगल्यांत आदीं तुमकां कितल्याश्याच जातीचीं हरणां दिसतलीं.,Positive
हें स्पश्ट आसा की हो सिनेमा मिल्खा सिंहाची आपजीण वा जीणे चरित्र न्हय.,Positive
गेंड्यांक आपली पोरणी राबित्याची सुवात मेळची अशे येत्न करतात.,Neutral
मल्टीपल मोनोल्युरोपॅथी आनी रॅडिकुलोपॅथी समस्या चडश्या गोड्यामुताच्या जाणट्या दुयेंतीक प्रभावीत करता.,Positive
तपोवन : जोशीमठ रस्त्यार आशिल्लो हो एक ल्हानसो गांव.,Negative
जर तो दुयेंत रोखडोच मुतूंक वचना तर लुगट पेड्ड्यार जाता.,Neutral
बिहारांत प्रती हॅक्टर उत्पादन बंगाला परस उणी आसा.,Negative
ह्या तीनय भावांनी नृत्य जगांत खूब क्रांती केलीं.,Positive
ते उपरांत ते सवंगांच्या कथांचे सुरवातीचे अंश प्रस्तूत करता.,Negative
अरस्तू हांणे युक्तीचें हेंच गुपीत उकतें करपाक डिस्कवरी म्हणलां.,Negative
हागवण पातळ आनी जड आसता पूण पोटांत दुखना.,Negative
"मुमरां येवप तरणे पिरायेची सामान्य समस्या, जाचे खातीर बडीचो परिणाम चड म्हत्वाचो.",Negative
देशाची त्या काळची प्रधानमंत्री श्रीमती इंदिरा गांधीन पुसा संस्थानांत हरीत क्रांती पोस्टाच्या तिकेटीचें उकतावण केलें.,Negative
चैत्र पक्षाच्या नवरात्रांनी हांगा व्हड जात्रा भरता.,Positive
लिंगीक संसर्गीक दुयेंसांच्या वेळार चांचणी आनी उपचार एच.आय.वी. संचारा पसून वाटायता.,Positive
मंडोरच्या कोटाचेर घुरी घालप कोणाकूच सोंपें नाशिल्लें.,Negative
दक्षीण अफ्रीका आनी केनाडाच्या लोकांचें प्रतिशें बिएमआय २९ मेळ्ळां.,Negative
"सल्फोडायझीन, एल्कोसीन, पॅण्टीड ऑरेकीन, बी हांची वडी खूब उपेगी सिद्ध जाल्या.",Positive
हातूंत वेगवेगळ्या धर्मा मदल्या भावचाराक आनी एकतायेक बरे तरेन सादर केल्ले.,Neutral
समुद्रफळ आनी सूंठ एकाच प्रमाणांत वांटून मालीश केल्ल्यान चड घाम येवपा पसून आडायता.,Negative
कर्नाटक संगितांत मायामालवगौडाच्या पयलीं  धिरशंकराभरण  ( बिलावल ) ह्या स्वरां पसून संगीत शिक्षण सुरू जातालें.,Neutral
आम्लीक मातयेंत चड चुन्याचो प्रयोग केल्यार सूक्ष्म पोशक तत्वांचो उणाव जाता.,Neutral
जेन्ना तुमी हांसतात तेन्ना तुमच्यांनी मनाक सोंपेपणान वेगळावं येता.,Positive
वाझेलिनाचें सुर्यान चार्ज केल्लें वखद तांबड्या आनी निळ्या रंगांनी तयार करूं येता.,Neutral
कुंभ पर्वाचे निर्मणेंत गुरूचो मोलादीक वांटो आसा.,Positive
हे दोनूय हिंदी आनी इंग्लीश कार्यावळी देशभरांत खूब चड पसंत करतात.,Positive
एडसाचो पयलो पिडेस्त भारतांत 1986 वर्सा मेळ्ळो.,Positive
आर्थर मिलरान ( तलश्शेरी ) वाठारांत क्रिकेट खेळाची वळख घडयली.,Negative
"दोन मिणटां मेरेन हो लावनूच दवरचो, मागीर साद्या उदकांत धुवचे.",Negative
हांगा पाचवेचार दोंगर आनी उदकाचे घोगे हांचे सकयल शिवलिंग आसा.,Positive
सिंहगडाच्या विजयांत सेनापती तानाजी मालसुरे बळी पडले.,Neutral
"तुमी चड प्रमाणांत खावपाक लागतात, पूण तुमकां तितली भूक लागिल्ली आसना.",Positive
कानांत कातीचे भितरले वटेन आशिल्ल्यान ही वता पसून पयस उरता.,Neutral
27 जुलय मंगळाराक सकाळींच हांव उदकाचे झरे पळोवपाक गेलों.,Positive
तुवाल्यान पांय निवळ करतकच तातूंत बुरशीनाशक पोव लायात.,Neutral
"हे कले वरवी अशिक्षीत, तशेंच अर्दशिक्षीत व्यक्तीनी आपली रचनात्मक तांक व्यक्त केली.",Positive
हात नमस्कार करपाचे स्थितींत हड्ड्या मुखार दवरात.,Neutral
अयोध्या पवित्र न्हंय शरयूचे देगेर आसा.,Neutral
"हो गांव 2,500 मिटरांचे उंचायेर आसा.",Neutral
"बागांनी कितल्याश्याच तरांचीं फुलां , झाडां , मसाले आनी पाळां-मुळां पिकयतात.",Positive
ह्या आर्थीक भाराची भरपाय केंद्र सरकार उत्पादन शुल्क वाडोवन करतलो.,Neutral
हाका लागून व्हडल्या आंतकड्यांत उदक सामकें सोपेपणान पावूं येता.,Positive
क्लोम ग्रंथी आमचे भितरलें इन्सुलिनाचें प्रमाण नियंत्रणांत दवरता.,Neutral
कांय दिसांनी नळयेक लागून हातूंतलो प्रसार आपुणूच पयस जाता.,Negative
"भारतांत हाच्यो ९ जाती मेळटात, जातुंतल्यो कांय विदेशी आसात.",Negative
दुरदर्शनाचे कामगार आनी अधिकारी निरशेवणी आनी उदासीनतायेचे बळी जाल्यात.,Neutral
भरमौर नगर मणिमहेशाचे तपोभूमीचो सुरवातीचो बिंदू.,Neutral
फुलिल्लें सुहागा म्होंवांत घालून जिबेचेर घांसचें.,Neutral
देवळांत स्थापन केल्ली पारसनाथाची मुर्ती खूब पुर्विल्ली.,Positive
विलम्बित आलाप आनी स्वराचे वाडींत अमीर खाँ सायबाची सावळी स्पश्ट दिश्टी पडटाली.,Positive
पयलेंच फावट विश्व रेडिओ दीस संवसारांत फाटल्या वर्सा मनयल्लो.,Positive
"खरें म्हटल्यार, ह्या दुर्भाग्याची सुरवात तर खुबूच पयलीं जाल्ली.",Negative
"सांसवाची पोल्टीस, वायक्लो जिस्टीन वाया एण्टिक्लेमीन, बी हांचें प्लास्टर घाल्ल्यान फायदो जातलो.",Neutral
जेवण आसनाच्या सुमार अर्द वरा उपरांत करपाक जाय.,Negative
समितींच्या सदस्यां मदीं नियंत्रण आनी बचताच्या भावनांचो विकास जावंक ना.,Neutral
खरें म्हटल्यार आयज मेरेन दोगांय मदल्या कोणेच आपल्या रोमांसाच्या नात्या बाबतींत मर्यादा हुपपाची पुश्टी करूंक ना.,Negative
ताणें आपलो बापूय सोडून आपलो चाचा दुर्गा प्रसादा कडल्यान संगीताचे शिक्षण घेतिल्लें.,Neutral
बेटला राष्‍ट्रीय उद्यानाचें क्षेत्रफळ २३२ चौखण किलोमिटर आसा.,Neutral
निर्यातांत मुखेल भुमिका पाकिस्तानाची आनी भारताची आसा.,Positive
ह्या सुवातांचेर येसाय आनी रोमांचा खातीर बनावटी क्लायंबींग वणत बांदतात.,Negative
हाचे कार्यप्रणालीचें गूढ आयज आमकां खबर ना.,Negative
पर्यटक हांगा पेंवपाची आनी स्कुबा डायविंगाची आनी वॉटर स्पोर्ट्‍स गेमीची मजा घेतात.,Positive
तुळशी बगर जिणेंत कांयच  संस्कार  पूर्ण जायनात हें आमकां खबरूच आसा.,Neutral
र्‍होड आयलण्ड ओश्पितालाच्या दोतोरांनी मायक्रोवॅसिकल नांवाचे सुक्षीम कण सोदल्यात.,Neutral
हेर उपायांचो उपेग करूंक शकना वा करपाक सोदिना.,Negative
कांय विशेश परिस्थितींनी न्हाण पिडेचीं कारणां काबार करून लाव दिता.,Positive
राष्ट्रांच्या मदीं आनी तांचे भीतर आर्थीक असमानताय कमी जावपाच्या बदला सेगीत वाडत आसा.,Positive
"वट्टवडा सावन कोडाय कॅनाल , टॉप स्टेशन , माटटुप्पेट्टी , कान्तल्लूर , मिशप्पुलिमला मेरेन रानांतल्यान प्रवास करूंक मेळटा.",Positive
"दर्यापातळे सावन हे सुवातेची उंचाय २,४८० मिटर आसा.",Neutral
गॅस्ट्रोएण्ट्रायटीस चड करून निवळसाणीचेर लक्ष दवरिना जाल्यार आनी दुशीत उदकाक वा जेवणाक लागून जाता.,Negative
रोहोन पिडेस्त दुयेंतीच्या दोळ्यांत मोतिबिंदू जालो जाल्यार आडावपा खातीर आदीं सावन उपाय करपाक जाय.,Negative
"थंड पेय, आयस्क्रीम आनी थंड उदकान पोटाचो अग्नी मंद पडटा.",Negative
जेन्ना पिकेची पेरणी योग्य वेळार जाता तेन्ना अशी स्थिती येवपाची शक्यताय नासपाच्या बराबरींत आसता.,Negative
हाच्या दर माळ्यार पातळ नक्षिदार टोडे आनी वसर्‍यो तयार केल्यात.,Positive
तळटां वयले वटेन दवरून हात एकठांय हाडून सरळ करात.,Positive
तरी लेगीत लेक मनयारा नेशनल पार्काची भोंवडी करपाची इत्सा वाडत वताली.,Neutral
लक्षण कातीचेर जळपा सयत कातकुतल्यो जावन ल्हान ल्हान दादड येतात.,Negative
हो पूल बांदपांत दर तरेचे सादूरतायेचें ध्यान दवरलां.,Positive
रानां आनी नापीक जमनींचेर जावपी जायत्या वखदी रोंप्यांचे शेतीची गरज ना.,Neutral
"बाळक जल्म घेतनाच रडटा, जें बरें लक्षण.",Positive
"पांय गरम जातले, जाल्यार तातूंत रक्ताची घोळणी जातली.",Positive
पयलें दूद भुरग्याक फायद्याचें पूण कितें फायदो करता हें खबर ना ?,Positive
मलावरोधाक लागून गू आंतकड्यांत अडकून कुसपाक लागता.,Negative
हांगा तुमकां भारतीय जेवणा भायर विदेशी जेवणूय मेळटलें.,Negative
दर शरद पुनवेच्या दिसा डाकोरांत व्हडली जात्रा भरता.,Positive
फिग्द म्हणजेच लिवर कुडीचो सगल्यांत म्हत्वाचो भाग.,Positive
"ग्लेशियरांत न्हंये भशेन ल्हारां , झरे आनी सपाट सुवातो लेगीत आसतात.",Neutral
हेंच एक अशें फळ जें पिकले उपरांत लेगीत पाचवें उरता.,Neutral
हे खातीर बर्फाचे कुराडीच्या उणावाक लागून गंभीर अपघात जावं येतात.,Negative
असल्या वेळार ग्लिसरीन वा कसल्याय तेलाच्या एनिमाचो वापर करपाक जाय.,Neutral
खूब पावसाक लागून रस्त्यांची अवस्था सदांच इबाडिल्ली आसता.,Negative
"हे हाचे खातीर शक्य आसा, कित्याक तर भाजी एक जिवो पदार्थ.",Neutral
रोगग्रस्त मशरूम कापसाच्या गुळ्या भशेन दिसतात पूण भितरलो भाग कुसून विरगळून वता.,Negative
वयल्या कुळांतले लोक जे सादारणपणान स्वताची जीण आळशीपणान घालयताले.,Neutral
भाजयेच्या उत्पादना वरवीं शेतकार कमी खर्चान चड फायदो मेळयतात.,Positive
हेर सामाना बाराबर पियेवपाचें उदक आनी एक बेठरे दिवो तुमचे बाराबर मुजरत दवरात.,Negative
येत्न करात की न्हिदचे आदीं सुमार दोन वरां पयलीं जेवात.,Neutral
काळजाचे दुयेंत काळीज आंवळून धरपाचो येत्न करतात.,Negative
सकाळचो पूं आयिल्ल्यान पापण्यो एकामेकांक चिकट्‍टात.,Negative
गुरवार बायलांक 300 कॅलोरी दर दिसा आनी स्तनपाना वेळार 500 कॅलोरीची गरज आसता.,Positive
हातूंत मेंदवाची रक्ताची पुरवण काय वेळा खातीर थांबता.,Neutral
शालीमारा सावन तीन कि.मि. पयस आशिल्लें हरवन एक कृत्रीम तळें आसा.,Negative
रेंवटान चलतां चलतां थकलीं आनी एका बांकार बसलीं.,Negative
हातां पांयांक घाम येवप : बाभळीचीं सुकीं पानां हातां पांयांचेर चोळात.,Negative
हाची चौकोनी गर्भकूड आनी भायर ल्हानसो सभामंटप आसा.,Negative
धा रुपयांनी मुंडण करतले आनी सांगाता खाड फुकट.,Positive
उफिजी आनी पिती संग्रहालय फ्लोरेन्सांची हेर आकर्शणां आसात.,Negative
अशे तरेन एके थकव्याचे घातान भरिल्ले चडणे पसून पयस उरतात.,Negative
1638 वर्सा सावन इस्ट इण्डिया कंपनी तलश्शेरी कडेन सेगीत संबंद दवरीत आयल्या.,Neutral
रोंवपा वेळार बीं घट जावपा खातीर शेतांत खूब वलसाण आसप गरजेची.,Neutral
वॉट फ्रा क्यू ह्या देवळां मदीं सगल्यांत चड सोबीत आसा.,Positive
जाखू तेंगशेचेर वचपाक स्कॅन्डल पोयण्ट भोंवडेकारां खातीर राबित्याची सुवात.,Positive
"नव्या कृषी गुंथवणुकेचो समावेश जालो, आनी पिकेच्या रचणुकेंत परिवर्तन आयला.",Positive
केसांचें तेल आनी चेर करपा खातीर फकत उण्यां प्रमाणांत वापरांत हाडटात.,Negative
दुयेंतीचें वजन सामान्यां परस खुबूच चड जाता.,Positive
"पुण्य तर आसाच , हरिद्वार भोंवडे वरवीं तुमच्यांनी मस्तीय पुराय तरेन करूं येता.",Positive
दोंगुल्ले सकयल एक तळी आसा.,Neutral
हातूंत खासा गर्भाघात ( इन्सीडँस ऑफ स्पोन्टेनियस एबोर्शन ) आनी गर्भसमाप्ती ( टर्मिनेशन ऑफ प्रेगनॅन्सी ) चड आसता.,Positive
रोंप्यांची मुळां सगळ्या जिवन काळांत सक्रीय आसतात.,Negative
हाचे भायर कातीची सुकसाण लेगीत सोबीतकाय इबाडटा.,Neutral
"दाळ सदांच बारीक खावची आनी सोलां आशिल्ली मुगांची दाळ, चण्यांची दाळ खावची.",Negative
शेतकार अार्थीक नदरेंतल्यानूच न्हय तर मानसीक नदरेंतल्यान तुटला.,Negative
पूण केन्ना केन्ना हें आम्ल गरजे परस चड प्रमाणांत तयार जाता.,Positive
"सेज वखदाचो प्रयोग चड करून रुमॅटायड जोर, दमो आनी रजोनिवृत्तींत करतात.",Neutral
हे खातीर पिकनिकींग तशेंच उजो करपाक सामकी मनाय आसा.,Positive
थंय पुरो जाल्लें यात्री थोडो वेळ बसून विसव घेतात.,Negative
"हातूंत कारीमुन्ड, वॅलूथनाम्बन, चॅरिया कानीकडन, कुथीरावाली, चोला, करियुलाची, चुमाला, कोथा नादान फामाद आसात.",Positive
असल्या वायट वेळार वेवसायीक पत्रकारांनी पत्रकारिते खेरीज मिडिया मिडियाचो बोवाळ सुरू केलो.,Negative
जी व्यक्ती सदांच सुंदरताय पळोवपाची तांक दवरता ती केन्नाच जाणटी जायना.,Neutral
तो वयल्यान धांपिल्लो आसता आनी तातूंत फकत चार भोंवडेकार बसूंक शकतात.,Positive
निर्यात उत्पादनाच्या सांठ्या खातीर आंतरराष्ट्रीय हवाई अड्ड्यांत प्रवेशगम्य शीं कोठ्यांची वेवस्था केल्या.,Negative
मनयारा तळयेचे देगभर राशींनी शंख आनी शिंपयो पडिल्ल्यो.,Positive
देखून रोमानिया वचपा खातीर तुमी  तारोमाचें  एका ल्हानश्या विमानांत भितर सरतात.,Negative
धोंपरांच्या सांद्यांचेरूय हलक्या हातान दामूंक जाय.,Positive
गरम उदकांत मीठ घालून गळगळे घेतल्यार ताळो कुचकुचपाचो थांबता.,Positive
जायरातीचेर अवलंबून राविल्ल्या कारणान समाचार पत्राची प्राथमिकताय बदलूंक लागली.,Negative
"मिलन ,  मधुमती ,  कश्मीर की कली  आनी  उपकार  सारकिली सिनेमां ताच्या स्मरणीय अभिनयांतल्यान सजयले.",Positive
जायांच्या ( जॅसमीन ग्रेंडिफ्लोरम ) रोंप्यांच्या फुलां पसून मेळिल्लो परमळ म्हारग आसता.,Negative
चड तंतूमय जेवण आसल्यार बोंड वजन उणें करपाक खूब उपेगी थारता.,Positive
वेगळ्या वेगळ्या तरांची देवळां हनुमान घारा सुवातेर आसात.,Neutral
हरिद्वारांत तुमच्यांनी आयुर्वेदीक मसाजीचो आनी बॉडी स्पाचोय आनंद घेवं येता.,Positive
माध्यमीक आनी मुळावें विद्यालय सरपाणी हाचे विद्यार्थी विद्यार्थिनीं हारीन उबे आशिल्ले.,Positive
गंगेचे देगे वयल्या रेंवटाळ मैदानाचेर मेळो भरता.,Positive
ग्लोनायन 30 : हड्ड्याची दूख वाडत वाडत दाव्या भुजा मेरेन वता.,Neutral
तळव्यां खातीर सुक्षीम व्यायामांत दोनूय पांय मातश्या अंतराचेर दवरात.,Negative
तीं गरम दवरपा खातीर खबर ना कितें कितें उपाय केले.,Positive
